id__,country,regio,s3,anni,area,s5,q3ter,q4__4,q4__5,q4__6,q4__7,q4__8,q4__9,q4__10,q5__4,q5__5,q5__6,q5__7,q5__8,q5__9,q5__10,eta,stile
550,Francia,Auvergne Rhone Alpes,Maschio,45,,Principalmente io e occasionalmente altri,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,Tutti i giorni o quasi,2-3 volte a settimana,Tutti i giorni o quasi,Un po’ aumentato,Molto aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Uguale,45-54,TERRITORIALISTI
551,Francia,Bourgogne Franche Comte,Femmina,62,,Solo io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",1 volta al mese,2-3 volte al mese,2-3 volte al mese,4-5 volte all’anno,1 volta al mese,1 volta a settimana,2-3 volte al mese,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,55-64,ESTEROFILI
554,Francia,Ile De France,Femmina,66,,Soprattutto io,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",Mai,Mai,1 volta al mese,Mai,1 volta al mese,4-5 volte all’anno,Più raramente,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,65-70,SALUBRISTI
556,Francia,Ile De France,Femmina,36,,Solo io,Nessuno di questi,1 volta a settimana,Mai,1 volta a settimana,Mai,Mai,2-3 volte al mese,1 volta al mese,Un po’ diminuito,Molto diminuito,Uguale,Molto diminuito,Molto diminuito,Uguale,Un po’ diminuito,35-44,Nessuno di questi
557,Francia,Grand Est,Maschio,36,,Io e qualcun altro in egual misura,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",2-3 volte al mese,2-3 volte al mese,2-3 volte a settimana,1 volta a settimana,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,Molto aumentato,Un po’ aumentato,Un po’ aumentato,Uguale,Un po’ aumentato,Molto aumentato,Molto aumentato,35-44,ESSENZIALISTI
558,Francia,Ile De France,Maschio,59,,Soprattutto io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",1 volta al mese,Più raramente,2-3 volte al mese,1 volta al mese,2-3 volte al mese,Più raramente,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,RISTORIANI
559,Francia,Hauts De France,Femmina,38,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta al mese,1 volta al mese,Più raramente,1 volta al mese,1 volta al mese,2-3 volte al mese,1 volta al mese,Un po’ diminuito,Uguale,Un po’ diminuito,Uguale,Un po’ diminuito,Uguale,Un po’ diminuito,35-44,TERRITORIALISTI
561,Francia,Grand Est,Maschio,45,,Solo io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,4-5 volte all’anno,Più raramente,2-3 volte a settimana,2-3 volte a settimana,Tutti i giorni o quasi,2-3 volte a settimana,2-3 volte a settimana,Molto diminuito,Molto diminuito,Uguale,Uguale,Un po’ diminuito,Uguale,Molto diminuito,45-54,SREGOLATI
562,Francia,Nouvelle Aquitaine,Maschio,24,,Principalmente io e occasionalmente altri,Nessuno di questi,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,Più raramente,Più raramente,Tutti i giorni o quasi,Tutti i giorni o quasi,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Uguale,Molto aumentato,Molto aumentato,20-24,Nessuno di questi
563,Francia,Auvergne Rhone Alpes,Femmina,67,,Io e qualcun altro in egual misura,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",4-5 volte all’anno,Più raramente,2-3 volte al mese,4-5 volte all’anno,1 volta a settimana,1 volta a settimana,Mai,Molto diminuito,Uguale,Uguale,Un po’ diminuito,Uguale,Uguale,Molto diminuito,65-70,EDONISTI
564,Francia,Hauts De France,Maschio,57,,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",Più raramente,Mai,1 volta al mese,Mai,4-5 volte all’anno,Più raramente,1 volta al mese,Molto diminuito,Molto diminuito,Un po’ diminuito,Molto diminuito,Un po’ diminuito,Molto diminuito,Molto diminuito,55-64,TERRITORIALISTI
566,Francia,Ile De France,Femmina,60,,Solo io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",Mai,Più raramente,Più raramente,Mai,1 volta al mese,1 volta al mese,Più raramente,Molto diminuito,Uguale,Un po’ diminuito,Uguale,Uguale,Uguale,Uguale,55-64,ESTEROFILI
569,Francia,Nouvelle Aquitaine,Maschio,57,,Principalmente io e occasionalmente altri,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1 volta a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,SALUTISTI
570,Francia,Auvergne Rhone Alpes,Femmina,36,,Soprattutto io,ETICISTI: acquistano e consumano secondo i principi etici in cui credono. Sono inclusi i principi di non violenza nei co,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,ETICISTI
571,Francia,Bourgogne Franche Comte,Femmina,56,,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",Più raramente,Mai,2-3 volte al mese,Più raramente,1 volta a settimana,Più raramente,1 volta al mese,Molto diminuito,Molto diminuito,Uguale,Molto diminuito,Uguale,Molto diminuito,Un po’ diminuito,55-64,INDUSTRIARIANI
572,Francia,Grand Est,Maschio,64,,Principalmente io e occasionalmente altri,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",1 volta a settimana,Più raramente,1 volta a settimana,Più raramente,1 volta al mese,2-3 volte al mese,2-3 volte al mese,Un po’ diminuito,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,EDONISTI
573,Francia,Normandie,Femmina,24,,Solo io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,1 volta a settimana,Mai,1 volta a settimana,1 volta a settimana,Mai,4-5 volte all’anno,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,20-24,SREGOLATI
574,Francia,Nouvelle Aquitaine,Maschio,49,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1 volta a settimana,1 volta a settimana,2-3 volte a settimana,1 volta a settimana,2-3 volte al mese,1 volta al mese,1 volta al mese,Un po’ aumentato,Uguale,Uguale,Un po’ diminuito,Molto aumentato,Un po’ diminuito,Molto diminuito,45-54,SALUTISTI
575,Francia,Hauts De France,Maschio,56,,Soprattutto altri membri della famiglia,Nessuno di questi,1 volta a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte a settimana,1 volta a settimana,1 volta a settimana,Un po’ aumentato,Molto aumentato,Un po’ aumentato,Un po’ aumentato,Molto aumentato,Un po’ aumentato,Molto aumentato,55-64,Nessuno di questi
577,Francia,Centre-Val De Loire,Femmina,41,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,4-5 volte all’anno,1 volta a settimana,1 volta al mese,Tutti i giorni o quasi,2-3 volte a settimana,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Un po’ diminuito,Uguale,35-44,TERRITORIALISTI
578,Francia,Auvergne Rhone Alpes,Femmina,51,,Solo io,Nessuno di questi,2-3 volte al mese,Mai,2-3 volte al mese,Mai,2-3 volte al mese,Più raramente,4-5 volte all’anno,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Nessuno di questi
579,Francia,Provence Alpes Cote D Azur,Femmina,59,,Solo io,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",2-3 volte a settimana,Mai,Mai,Mai,1 volta a settimana,1 volta a settimana,2-3 volte a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,EDONISTI
581,Francia,Grand Est,Femmina,63,,Soprattutto io,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,ESSENZIALISTI
582,Francia,Grand Est,Maschio,32,,Solo io,"LOCALIVORI: danno priorità ai prodotti km0 e anche biologici, quando riescono cercano di autoprodursi il cibo che consum",1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,Tutti i giorni o quasi,Mai,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,25-34,LOCALIVORI
583,Francia,Grand Est,Maschio,49,,Solo io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",Più raramente,Più raramente,Più raramente,4-5 volte all’anno,Più raramente,4-5 volte all’anno,Più raramente,Uguale,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,45-54,INDUSTRIARIANI
584,Francia,Brittany,Femmina,57,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta al mese,1 volta al mese,1 volta a settimana,2-3 volte al mese,1 volta a settimana,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Un po’ diminuito,Uguale,Uguale,Uguale,55-64,TERRITORIALISTI
585,Francia,Bourgogne Franche Comte,Maschio,51,,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",Più raramente,Più raramente,Più raramente,Più raramente,Più raramente,Più raramente,Più raramente,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,45-54,RISTORIANI
586,Francia,Ile De France,Femmina,30,,Solo io,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",2-3 volte a settimana,1 volta a settimana,2-3 volte a settimana,2-3 volte a settimana,Più raramente,2-3 volte a settimana,1 volta a settimana,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Molto aumentato,Un po’ aumentato,25-34,EDONISTI
588,Francia,Nouvelle Aquitaine,Femmina,59,,Solo io,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",Più raramente,Mai,4-5 volte all’anno,Mai,1 volta al mese,Più raramente,1 volta al mese,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,55-64,ESSENZIALISTI
589,Francia,Auvergne Rhone Alpes,Maschio,47,,Solo io,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",4-5 volte all’anno,Più raramente,Più raramente,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,EDONISTI
590,Francia,Occitanie,Femmina,61,,Solo io,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",Più raramente,Più raramente,4-5 volte all’anno,4-5 volte all’anno,2-3 volte al mese,2-3 volte al mese,4-5 volte all’anno,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,ESSENZIALISTI
591,Francia,Hauts De France,Femmina,28,,Principalmente io e occasionalmente altri,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,4-5 volte all’anno,1 volta a settimana,1 volta a settimana,1 volta a settimana,Mai,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,25-34,TERRITORIALISTI
592,Francia,Hauts De France,Femmina,44,,Soprattutto io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",2-3 volte a settimana,Più raramente,Tutti i giorni o quasi,1 volta a settimana,Tutti i giorni o quasi,2-3 volte a settimana,Più raramente,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Molto diminuito,35-44,INDUSTRIARIANI
593,Francia,Hauts De France,Maschio,35,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",2-3 volte al mese,1 volta a settimana,1 volta a settimana,1 volta a settimana,Tutti i giorni o quasi,1 volta al mese,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,SALUTISTI
594,Francia,Normandie,Maschio,21,,Principalmente io e occasionalmente altri,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",1 volta a settimana,2-3 volte al mese,1 volta al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,20-24,ESTEROFILI
595,Francia,Nouvelle Aquitaine,Maschio,48,,Principalmente io e occasionalmente altri,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1 volta al mese,Più raramente,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,4-5 volte all’anno,Più raramente,Uguale,Molto diminuito,Un po’ aumentato,Un po’ diminuito,Un po’ aumentato,Un po’ diminuito,Un po’ diminuito,45-54,SALUTISTI
596,Francia,Centre-Val De Loire,Femmina,29,,Solo io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,2-3 volte a settimana,Più raramente,Più raramente,Mai,Tutti i giorni o quasi,1 volta al mese,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Un po’ aumentato,25-34,SREGOLATI
597,Francia,Auvergne Rhone Alpes,Maschio,51,,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,Mai,Più raramente,Più raramente,Tutti i giorni o quasi,Mai,Più raramente,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,TERRITORIALISTI
598,Francia,Pays De La Loire,Femmina,45,,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",Più raramente,Più raramente,2-3 volte a settimana,2-3 volte al mese,2-3 volte a settimana,1 volta a settimana,2-3 volte al mese,Uguale,Uguale,Uguale,Molto diminuito,Uguale,Uguale,Uguale,45-54,RISTORIANI
599,Francia,Provence Alpes Cote D Azur,Femmina,37,,Soprattutto io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",2-3 volte al mese,Più raramente,Tutti i giorni o quasi,Mai,Tutti i giorni o quasi,Mai,Mai,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,RISTORIANI
601,Francia,Ile De France,Maschio,59,,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta a settimana,2-3 volte a settimana,1 volta al mese,1 volta a settimana,1 volta al mese,2-3 volte a settimana,1 volta a settimana,Un po’ aumentato,Uguale,Un po’ aumentato,Uguale,Un po’ aumentato,Uguale,Un po’ aumentato,55-64,TERRITORIALISTI
602,Francia,Provence Alpes Cote D Azur,Femmina,67,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1 volta a settimana,2-3 volte al mese,1 volta a settimana,1 volta al mese,1 volta a settimana,1 volta a settimana,1 volta al mese,Uguale,Un po’ diminuito,Uguale,Uguale,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,65-70,SALUTISTI
603,Francia,Ile De France,Maschio,35,,Solo io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",1 volta a settimana,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,ESTEROFILI
605,Francia,Centre-Val De Loire,Femmina,33,,Principalmente io e occasionalmente altri,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",Più raramente,Più raramente,Più raramente,Mai,Più raramente,4-5 volte all’anno,4-5 volte all’anno,Uguale,Uguale,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,25-34,TERRITORIALISTI
606,Francia,Hauts De France,Maschio,48,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",2-3 volte al mese,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,Un po’ aumentato,Molto aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,45-54,SALUTISTI
607,Francia,Pays De La Loire,Femmina,41,,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,35-44,TERRITORIALISTI
608,Francia,Ile De France,Maschio,57,,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",Più raramente,Mai,1 volta a settimana,Mai,4-5 volte all’anno,2-3 volte al mese,1 volta al mese,Uguale,Un po’ diminuito,Uguale,Uguale,Uguale,Un po’ diminuito,Uguale,55-64,SALUTISTI
609,Francia,Auvergne Rhone Alpes,Femmina,40,,Principalmente io e occasionalmente altri,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,2-3 volte a settimana,1 volta a settimana,2-3 volte a settimana,2-3 volte a settimana,2-3 volte al mese,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,TERRITORIALISTI
